Make,,Make_Year,CC,Assembly,Registered City,Transmission,,Price,Categories
Toyota,,2017,1800,Local,Lahore,Automatic,,3690000,15-20 lac
Honda,,2019,1500,Local,Lahore,Automatic,,1795000,25-50 lac
Honda,,2016,1800,Local,Islamabad,Automatic,,835000,15-20 lac
Toyota,,2000,2000,Local,Sialkot,Manual,,691000,5-10 lac
Daihatsu,,2019,660,Imported,Un-Registered,Automatic,,2175000,5-10 lac
Toyota,,2020,1300,Local,Islamabad,Automatic,,740000,20-25 lac
Honda,,2019,1300,Local,Islamabad,Manual,,625000,5-10 lac
Toyota,,2018,1300,Local,Lahore,Automatic,,3185000,5-10 lac
Toyota,,2016,1600,Local,Islamabad,Automatic,,725000,25-50 lac
Toyota,,2007,1300,Imported,Lahore,Automatic,,1650000,5-10 lac
Toyota,,1992,2700,Imported,Islamabad,Automatic,,2000000,15-20 lac
Toyota,,2018,1600,Local,Islamabad,Automatic,,3400000,15-20 lac
Honda,,2013,1300,Local,Lahore,Manual,,1825000,25-50 lac
Toyota,,2010,1300,Local,Islamabad,Manual,,1680000,15-20 lac
Honda,,2019,1500,Local,Lahore,Automatic,,2880000,15-20 lac
Toyota,,2010,2700,Imported,Islamabad,Automatic,,11000000,25-50 lac
Hyundai,,2003,1000,Local,Lahore,Manual,,545000,FALSE
Honda,,2020,1800,Local,Lahore,Automatic,,420000,5-10 lac
Honda,,2021,1300,Local,Un-Registered,Automatic,,2880000,under 5 lac
Daihatsu,,2006,800,Local,Multan,Manual,,670000,25-50 lac
Suzuki,,2016,1000,Local,Islamabad,Manual,,1450000,5-10 lac
Daihatsu,,2007,800,Local,Lahore,Manual,,580000,10-15 lac
Honda,,2012,1800,Local,Islamabad,Manual,,2070000,5-10 lac
Honda,,2012,1300,Local,Lahore,Manual,,1740000,20-25 lac
Toyota,,2013,1000,Imported,Lahore,Automatic,,1885000,15-20 lac
Honda,,2019,1300,Local,Islamabad,Manual,,2440000,15-20 lac
Toyota,,2019,1300,Local,Lahore,Manual,,3150000,20-25 lac
Suzuki,,2006,1000,Local,Karachi,Manual,,520000,25-50 lac
Honda,,2018,1300,Local,Lahore,Automatic,,2540000,5-10 lac
Toyota,,2017,1500,Imported,Un-Registered,Automatic,,3350000,25-50 lac
Suzuki,,2017,660,Imported,Un-Registered,Automatic,,1750000,25-50 lac
Daihatsu,,2017,660,Imported,Un-Registered,Automatic,,2095000,15-20 lac
Toyota,,2017,1000,Imported,Karachi,Automatic,,833000,20-25 lac
Suzuki,,2021,660,Local,Lahore,Manual,,450000,5-10 lac
Toyota,,2015,1300,Local,Lahore,Automatic,,650000,under 5 lac
Honda,,2016,1300,Local,Islamabad,Manual,,550000,5-10 lac
Toyota,,2018,1300,Local,Islamabad,Manual,,615000,5-10 lac
Nissan,,2015,660,Imported,Un-Registered,Manual,,1465000,5-10 lac
Honda,,2017,660,Imported,Un-Registered,Automatic,,1950000,10-15 lac
Toyota,,2015,4600,Imported,Un-Registered,Automatic,,32500000,15-20 lac
Toyota,,2020,1500,Local,Un-Registered,Automatic,,3025000,FALSE
Toyota,,2017,1000,Imported,Lahore,Automatic,,2500000,25-50 lac
Honda,,2013,660,Imported,Lahore,Automatic,,1580000,20-25 lac
Honda,,2016,1500,Local,Lahore,Automatic,,3650000,15-20 lac
Suzuki,,2010,1000,Local,Islamabad,Manual,,1175000,25-50 lac
Daihatsu,,2004,800,Local,Faisalabad,Automatic,,615000,10-15 lac
Toyota,,2016,1300,Local,Sara-E-Alamgir,Automatic,,2750000,5-10 lac
Honda,,2013,1300,Local,Multan,Manual,,1950000,25-50 lac
Suzuki,,2016,1000,Local,Karachi,Manual,,1375000,15-20 lac
Suzuki,,2015,1300,Local,Karachi,Manual,,1550000,10-15 lac
Suzuki,,2009,1000,Local,Karachi,Manual,,780000,15-20 lac
Toyota,,2015,1000,Imported,Karachi,Automatic,,1950000,5-10 lac
Daihatsu,,2015,660,Imported,Karachi,Automatic,,1475000,15-20 lac
Toyota,,2020,1800,Local,Islamabad,Automatic,,2450000,10-15 lac
Toyota,,2018,1000,Imported,Un-Registered,Automatic,,2675000,20-25 lac
Toyota,,2019,1300,Local,Islamabad,Automatic,,1830000,25-50 lac
Daihatsu,,2018,1000,Imported,Islamabad,Automatic,,1230000,15-20 lac
Suzuki,,2021,660,Local,Islamabad,Manual,,820000,10-15 lac
Toyota,,2017,1600,Local,Lahore,Automatic,,3225000,5-10 lac
Honda,,2017,1500,Local,Lahore,Manual,,2450000,25-50 lac
Audi,,2017,1800,Imported,Islamabad,Automatic,,13500000,20-25 lac
Toyota,,2021,2700,Local,Un-Registered,Automatic,,9250000,FALSE
Daihatsu,,2018,660,Imported,Un-Registered,Automatic,,2235000,50-100 lac
Toyota,,2014,1000,Imported,Karachi,Automatic,,2025000,20-25 lac
Toyota,,2021,2700,Local,Un-Registered,Automatic,,9225000,20-25 lac
Suzuki,,2018,800,Local,Multan,Manual,,1025000,50-100 lac
Daihatsu,,2017,660,Imported,Lahore,Automatic,,120000,10-15 lac
Suzuki,,2006,800,Local,Lahore,Manual,,600000,under 5 lac
Toyota,,2007,1500,Imported,Islamabad,Automatic,,2400000,5-10 lac
Suzuki,,2015,800,Local,Rawalpindi,Manual,,750000,20-25 lac
Toyota,,2003,1000,Imported,Islamabad,Automatic,,1565000,5-10 lac
Honda,,2018,1800,Local,Lahore,Automatic,,3775000,15-20 lac
Toyota,,2016,1000,Imported,Islamabad,Automatic,,2600000,25-50 lac
BMW,,2005,3000,Imported,Lahore,Automatic,,2850000,25-50 lac
Suzuki,,1994,800,Local,Lahore,Manual,,380000,25-50 lac
Suzuki,,2007,660,Imported,Islamabad,Automatic,,1170000,under 5 lac
Suzuki,,2009,1000,Local,Lahore,Manual,,850000,10-15 lac
Suzuki,,2007,1000,Local,Lahore,Manual,,825000,5-10 lac
Honda,,2008,1300,Local,Karachi,Manual,,1250000,5-10 lac
Suzuki,,2017,800,Local,Lahore,Manual,,880000,10-15 lac
Suzuki,,2013,1300,Local,Lahore,Manual,,1375000,5-10 lac
Toyota,,2003,2000,Imported,Karachi,Automatic,,1580000,10-15 lac
Suzuki,,2017,1000,Local,Multan,Manual,,1525000,15-20 lac
Honda,,2005,1300,Local,Lahore,Manual,,1070000,15-20 lac
Suzuki,,2008,1000,Local,Rawalpindi,Manual,,890000,10-15 lac
Honda,,2003,2000,Imported,Karachi,Automatic,,1700000,5-10 lac
Honda,,2010,1800,Local,Lahore,Manual,,1700000,15-20 lac
Suzuki,,1993,800,Local,Jehlum,Manual,,180000,15-20 lac
Honda,,2008,1800,Local,Islamabad,Automatic,,1650000,under 5 lac
Toyota,,2009,1300,Local,Lahore,Manual,,1500000,15-20 lac
Suzuki,,2014,660,Imported,Karachi,Automatic,,1450000,10-15 lac
Honda,,2015,1800,Local,Lahore,Automatic,,3080000,10-15 lac
Toyota,,2016,1300,Local,Lahore,Automatic,,2640000,25-50 lac
Toyota,,2017,4608,Imported,Un-Registered,Automatic,,40900000,25-50 lac
Toyota,,2016,4600,Imported,Un-Registered,Automatic,,36000000,FALSE
Honda,,2009,1800,Local,Lahore,Automatic,,1960000,FALSE
Toyota,,2014,1600,Local,Islamabad,Automatic,,2875000,15-20 lac
Toyota,,2007,1800,Local,Karachi,Automatic,,1675000,25-50 lac
Daihatsu,,2007,800,Local,Lahore,Manual,,800000,15-20 lac
Toyota,,2011,1800,Imported,Islamabad,Automatic,,2450000,5-10 lac
Suzuki,,2003,1300,Local,Lahore,Manual,,610000,20-25 lac
Honda,,2015,1500,Imported,Lahore,Automatic,,3700000,5-10 lac
Toyota,,2007,1300,Local,Karachi,Manual,,1250000,25-50 lac
Chevrolet,,2009,1000,Imported,Lahore,Manual,,685000,10-15 lac
Honda,,2007,1800,Local,Karachi,Manual,,1300000,5-10 lac
Toyota,,2016,1300,Local,Lahore,Automatic,,2650000,10-15 lac
Suzuki,,2009,800,Local,Lahore,Manual,,620000,25-50 lac
Toyota,,2017,3000,Local,Karachi,Automatic,,6300000,5-10 lac
Suzuki,,2006,800,Local,Narowal,Manual,,400000,50-100 lac
Suzuki,,2019,1000,Local,Lahore,Manual,,1750000,under 5 lac
Honda,,2005,1500,Local,Lahore,Manual,,1095000,15-20 lac
Toyota,,2015,1800,Local,Lahore,Automatic,,3050000,10-15 lac
Honda,,2007,1300,Local,Karachi,Manual,,1350000,25-50 lac
Toyota,,2007,1300,Imported,Lahore,Automatic,,1575000,10-15 lac
Honda,,2007,1800,Local,Karachi,Automatic,,1875000,15-20 lac
Toyota,,2015,1800,Imported,Karachi,Automatic,,4000000,15-20 lac
Honda,,2016,1500,Imported,Islamabad,Automatic,,4200000,25-50 lac
Toyota,,2017,1800,Local,Lahore,Automatic,,3575000,25-50 lac
Toyota,,2017,1500,Imported,Un-Registered,Automatic,,3075000,25-50 lac
Honda,,2010,1800,Local,Karachi,Manual,,2050000,25-50 lac
Toyota,,2017,1800,Imported,Un-Registered,Automatic,,4450000,20-25 lac
Toyota,,2015,1800,Imported,Un-Registered,Automatic,,3850000,25-50 lac
Toyota,,2003,3400,Imported,Lahore,Automatic,,7500000,25-50 lac
Toyota,,2015,1500,Imported,Islamabad,Automatic,,3400000,50-100 lac
Honda,,2016,1800,Local,Lahore,Automatic,,3450000,25-50 lac
Toyota,,1996,2000,Imported,Islamabad,Automatic,,1500000,25-50 lac
Toyota,,2021,1600,Local,Islamabad,Automatic,,3900000,10-15 lac
Suzuki,,2017,1000,Local,Sialkot,Manual,,1370000,25-50 lac
Suzuki,,2016,800,Local,Islamabad,Manual,,880000,10-15 lac
Honda,,2012,1300,Local,Islamabad,Manual,,1795000,5-10 lac
Toyota,,2006,2700,Imported,Lahore,Automatic,,7500000,15-20 lac
Honda,,1999,1600,Local,Lahore,Automatic,,1045000,50-100 lac
Suzuki,,2015,1000,Local,Islamabad,Manual,,1350000,10-15 lac
Toyota,,2003,1800,Imported,Peshawar,Automatic,,1780000,10-15 lac
Toyota,,1997,1300,Local,Islamabad,Automatic,,1050000,15-20 lac
Suzuki,,2008,1000,Local,Karachi,Manual,,830000,10-15 lac
Suzuki,,2008,660,Imported,Islamabad,Automatic,,1150000,5-10 lac
Daihatsu,,2000,660,Imported,Karachi,Automatic,,750000,10-15 lac
Toyota,,2004,1500,Local,Islamabad,Automatic,,1375000,5-10 lac
BMW,,2016,1600,Imported,Lahore,Automatic,,7550000,10-15 lac
Suzuki,,2007,1000,Local,Islamabad,Manual,,800000,50-100 lac
Toyota,,2006,1300,Local,Islamabad,Manual,,1325000,5-10 lac
Toyota,,1992,1500,Local,Peshawar,Automatic,,1000000,10-15 lac
Toyota,,2015,1300,Local,Lahore,Manual,,2350000,5-10 lac
Honda,,2013,1800,Local,Lahore,Automatic,,2725000,20-25 lac
Honda,,2012,1800,Local,Lahore,Automatic,,2600000,25-50 lac
Honda,,2014,1800,Local,Lahore,Automatic,,2750000,25-50 lac
Nissan,,2015,660,Imported,Un-Registered,Automatic,,1400000,25-50 lac
Suzuki,,2018,1000,Local,Lahore,Manual,,1675000,10-15 lac
Toyota,,2012,1300,Local,Lahore,Manual,,2125000,15-20 lac
Honda,,2017,1500,Local,Bahawalpur,Automatic,,2775000,20-25 lac
Toyota,,2017,1600,Local,Lahore,Automatic,,3250000,25-50 lac
Honda,,2019,1800,Local,Lahore,Automatic,,3800000,25-50 lac
Suzuki,,2015,660,Imported,Islamabad,Automatic,,1900000,25-50 lac
Suzuki,,2019,1000,Local,Lahore,Manual,,1620000,15-20 lac
Suzuki,,2007,800,Local,Rawalpindi,Manual,,450000,15-20 lac
Toyota,,2010,1300,Local,Lahore,Manual,,1600000,under 5 lac
Suzuki,,2017,1000,Local,Lahore,Manual,,1425000,15-20 lac
Daihatsu,,2017,660,Imported,Un-Registered,Automatic,,2130000,10-15 lac
Honda,,2004,1600,Local,Rawalpindi,Manual,,1320000,20-25 lac
Honda,,2018,1800,Local,Lahore,Automatic,,3850000,10-15 lac
Honda,,2010,1800,Local,Islamabad,Automatic,,1825000,25-50 lac
Suzuki,,1996,1300,Local,Lahore,Manual,,525000,15-20 lac
Toyota,,2011,1800,Imported,Lahore,Automatic,,2800000,5-10 lac
Suzuki,,2007,1000,Local,Lahore,Manual,,825000,25-50 lac
Honda,,2017,1800,Local,Lahore,Automatic,,3750000,5-10 lac
Honda,,2015,1800,Local,Islamabad,Automatic,,3150000,25-50 lac
Toyota,,2017,2700,Imported,Un-Registered,Automatic,,21000000,25-50 lac
Toyota,,2007,1000,Imported,Lahore,Automatic,,1475000,FALSE
Honda,,2008,1300,Local,Lahore,Automatic,,1645000,10-15 lac
Daihatsu,,2017,660,Imported,Karachi,Manual,,1645000,15-20 lac
Honda,,2017,1800,Local,Islamabad,Automatic,,3550000,15-20 lac
Toyota,,2009,4000,Imported,Karachi,Automatic,,14500000,25-50 lac
Suzuki,,2018,1000,Local,Islamabad,Automatic,,1980000,FALSE
Toyota,,2018,1000,Imported,Un-Registered,Automatic,,2700000,15-20 lac
Toyota,,2018,1000,Imported,Un-Registered,Automatic,,2600000,25-50 lac
Toyota,,2018,1000,Imported,Un-Registered,Automatic,,2700000,25-50 lac
Toyota,,2018,1000,Imported,Un-Registered,Automatic,,2750000,25-50 lac
Toyota,,2017,1500,Imported,Un-Registered,Automatic,,3450000,25-50 lac
Honda,,2018,1800,Local,Lahore,Automatic,,3775000,25-50 lac
Honda,,2018,1800,Local,Lahore,Automatic,,3875000,25-50 lac
Toyota,,2015,1000,Imported,Lahore,Automatic,,2025000,25-50 lac
KIA,,2021,2000,Local,Gujranwala,Automatic,,5790000,20-25 lac
Suzuki,,2010,1300,Local,Karachi,Manual,,930000,50-100 lac
Honda,,2005,1300,Local,Sialkot,Manual,,1135000,5-10 lac
Suzuki,,2006,1000,Local,Lahore,Manual,,680000,10-15 lac
FAW,,2016,1000,Local,Lahore,Manual,,765000,5-10 lac
Toyota,,2014,1500,Imported,Bahawalpur,Automatic,,2300000,5-10 lac
Mitsubishi,,2012,660,Imported,Karachi,Automatic,,1025000,20-25 lac
Suzuki,,2007,800,Local,Lahore,Manual,,615000,10-15 lac
Toyota,,2007,1500,Imported,Karachi,Automatic,,1950000,5-10 lac
Honda,,2017,1800,Imported,Karachi,Automatic,,3720000,15-20 lac
Honda,,2018,1300,Local,Islamabad,Automatic,,2650000,25-50 lac
Honda,,2007,1300,Local,Bahawalpur,Manual,,1500000,25-50 lac
Honda,,2013,1800,Local,Lahore,Automatic,,2650000,10-15 lac
Honda,,2018,1800,Local,Lahore,Automatic,,3790000,25-50 lac
Honda,,2003,2400,Imported,Islamabad,Automatic,,1850000,25-50 lac
Toyota,,2009,1300,Local,Multan,Manual,,1795000,15-20 lac
Toyota,,2018,1500,Imported,Un-Registered,Automatic,,3600000,15-20 lac
Toyota,,2019,1300,Local,Islamabad,Automatic,,3180000,25-50 lac
Suzuki,,2017,1000,Local,Lahore,Manual,,1495000,25-50 lac
Toyota,,2020,1300,Local,Lahore,Manual,,3130000,10-15 lac
Honda,,2019,1800,Local,Karachi,Automatic,,4200000,25-50 lac
Toyota,,2018,2700,Local,Islamabad,Automatic,,8600000,25-50 lac
Toyota,,2005,2500,Imported,Karachi,Automatic,,2380000,50-100 lac
Honda,,1995,1500,Local,Lahore,Manual,,540000,20-25 lac
Toyota,,2015,1300,Local,Lahore,Manual,,2450000,5-10 lac
Suzuki,,2017,800,Local,Rawalpindi,Manual,,1100000,20-25 lac
Toyota,,2019,1300,Local,Lahore,Manual,,2920000,10-15 lac
Honda,,2017,1500,Imported,Sialkot,Automatic,,3550000,25-50 lac
Honda,,2011,1800,Local,Islamabad,Automatic,,2105000,25-50 lac
Toyota,,2018,1000,Imported,Un-Registered,Automatic,,2650000,20-25 lac
Toyota,,2009,1300,Local,Lahore,Manual,,1550000,25-50 lac
Toyota,,2020,1300,Local,Un-Registered,Manual,,3250000,15-20 lac
Toyota,,2017,1800,Local,Karachi,Automatic,,3345000,25-50 lac
Toyota,,2010,1300,Local,Islamabad,Manual,,1650000,25-50 lac
Hyundai,,2021,2000,Local,Peshawar,Automatic,,5650000,15-20 lac
Honda,,2015,1500,Imported,Un-Registered,Automatic,,4200000,50-100 lac
Toyota,,2010,2000,Local,Lahore,Manual,,1950000,25-50 lac
Suzuki,,2010,1300,Local,Karachi,Manual,,930000,15-20 lac
Toyota,,2017,1500,Imported,Un-Registered,Automatic,,2950000,5-10 lac
Toyota,,2021,1500,Local,Un-Registered,Automatic,,3190000,25-50 lac
Toyota,,2007,1000,Imported,Islamabad,Automatic,,1325000,25-50 lac
Honda,,2010,1300,Imported,Islamabad,Automatic,,1820000,10-15 lac
Suzuki,,2010,800,Local,Lahore,Manual,,550000,15-20 lac
Suzuki,,2017,800,Local,Multan,Manual,,750000,5-10 lac
KIA,,2020,2000,Local,Un-Registered,Automatic,,5590000,5-10 lac
Honda,,2013,1800,Local,Lahore,Automatic,,2450000,50-100 lac
Toyota,,2018,1300,Local,Lahore,Automatic,,3000000,20-25 lac
Toyota,,2017,1300,Local,Mian Channu,Manual,,2175000,25-50 lac
Honda,,2017,1800,Local,Islamabad,Automatic,,3400000,20-25 lac
Honda,,2015,1800,Local,Lahore,Automatic,,2470000,25-50 lac
Honda,,2003,1300,Local,Faisalabad,Manual,,965000,20-25 lac
Honda,,2019,1800,Local,Lahore,Automatic,,3900000,5-10 lac
Subaru,,2007,660,Imported,Karachi,Manual,,800000,25-50 lac
Suzuki,,2015,800,Local,Karachi,Manual,,775000,5-10 lac
Honda,,2007,1300,Local,Lahore,Manual,,1280000,5-10 lac
Honda,,2018,1300,Local,Lahore,Automatic,,2625000,10-15 lac
Suzuki,,2005,1000,Local,Karachi,Manual,,565000,25-50 lac
Toyota,,2018,1300,Local,Lahore,Automatic,,3200000,5-10 lac
Suzuki,,1995,1000,Local,Karachi,Manual,,270000,25-50 lac
Honda,,2010,1800,Local,Islamabad,Automatic,,1820000,under 5 lac
Toyota,,2017,1600,Local,Peshawar,Automatic,,3300000,15-20 lac
Honda,,2016,1500,Imported,Un-Registered,Automatic,,4850000,25-50 lac
Toyota,,2019,1600,Local,Karachi,Automatic,,3380000,25-50 lac
Suzuki,,2012,1000,Local,Lahore,Manual,,1025000,25-50 lac
Toyota,,2018,1300,Local,Multan,Manual,,2725000,10-15 lac
Toyota,,2012,1300,Local,Lahore,Manual,,1900000,25-50 lac
KIA,,2020,2000,Local,Lahore,Automatic,,4650000,15-20 lac
Suzuki,,2021,1000,Local,Un-Registered,Automatic,,2330000,25-50 lac
Toyota,,2017,1500,Imported,Un-Registered,Automatic,,3400000,20-25 lac
Toyota,,2015,1500,Imported,Karachi,Automatic,,3250000,25-50 lac
Toyota,,2015,2700,Imported,Un-Registered,Automatic,,16500000,25-50 lac
Honda,,2015,1300,Local,Lahore,Automatic,,2295000,FALSE
Toyota,,2021,1800,Local,Un-Registered,Automatic,,4450000,20-25 lac
Toyota,,2014,1300,Local,Lahore,Manual,,2150000,25-50 lac
Toyota,,2003,2000,Imported,Karachi,Automatic,,1650000,20-25 lac
Toyota,,2018,1500,Imported,Lahore,Automatic,,2300000,15-20 lac
Toyota,,2021,1500,Local,Un-Registered,Manual,,3000000,20-25 lac
Suzuki,,2012,800,Local,Karachi,Manual,,620000,25-50 lac
Toyota,,2014,1300,Local,Islamabad,Manual,,2230000,5-10 lac
Toyota,,2015,1300,Local,Lahore,Manual,,2300000,20-25 lac
Toyota,,2018,1800,Local,Karachi,Automatic,,3775000,20-25 lac
Toyota,,2013,1000,Imported,Islamabad,Automatic,,1580000,25-50 lac
Suzuki,,2010,1000,Local,Lahore,Manual,,850000,15-20 lac
Honda,,2018,1800,Local,Lahore,Automatic,,3850000,5-10 lac
Suzuki,,2008,1000,Local,Karachi,Manual,,640000,25-50 lac
Suzuki,,2010,800,Local,Bahawal Nagar,Manual,,625000,5-10 lac
Honda,,2016,1300,Local,Lahore,Automatic,,2500000,5-10 lac
Toyota,,2020,1800,Local,Un-Registered,Automatic,,4300000,20-25 lac
Toyota,,2010,3000,Imported,Islamabad,Automatic,,4550000,25-50 lac
Changan,,2021,1500,Local,Un-Registered,Automatic,,2950000,25-50 lac
Toyota,,2017,2700,Imported,Un-Registered,Automatic,,21900000,25-50 lac
Toyota,,2007,1300,Imported,Lahore,Automatic,,1790000,FALSE
Toyota,,2013,1000,Imported,Lahore,Automatic,,1700000,15-20 lac
Toyota,,2012,3000,Imported,Karachi,Automatic,,4900000,15-20 lac
Toyota,,2017,2700,Imported,Un-Registered,Automatic,,24000000,25-50 lac
Toyota,,2013,1000,Imported,Islamabad,Automatic,,1360000,FALSE
Suzuki,,2018,800,Local,Islamabad,Manual,,1100000,10-15 lac
Toyota,,2005,6,Imported,Un-Registered,Manual,,5000000,10-15 lac
Honda,,2018,1800,Local,Karachi,Automatic,,3850000,25-50 lac
Toyota,,2013,2700,Imported,Islamabad,Automatic,,16500000,25-50 lac
Suzuki,,2016,660,Imported,Gujrat,Automatic,,1120000,FALSE
Honda,,2014,1300,Local,Islamabad,Manual,,2090000,10-15 lac
Suzuki,,2009,800,Local,Lahore,Manual,,665000,20-25 lac
Nissan,,2013,660,Imported,Karachi,Automatic,,1445000,5-10 lac
Toyota,,2018,1300,Local,Islamabad,Manual,,3130000,10-15 lac
Honda,,2018,1800,Local,Islamabad,Automatic,,3900000,25-50 lac
Toyota,,2018,1300,Local,Lahore,Automatic,,3200000,25-50 lac
Suzuki,,2003,1300,Local,Lahore,Manual,,795000,25-50 lac
Toyota,,2014,1000,Imported,Karachi,Automatic,,1965000,5-10 lac
Daihatsu,,2016,660,Imported,Un-Registered,Automatic,,1750000,15-20 lac
Toyota,,2003,2000,Local,Lahore,Manual,,1295000,15-20 lac
Toyota,,2017,1300,Local,Islamabad,Automatic,,2945000,10-15 lac
Toyota,,2017,2700,Imported,Un-Registered,Automatic,,22900000,25-50 lac
Toyota,,2015,2700,Imported,Un-Registered,Automatic,,18900000,FALSE
Toyota,,2016,2700,Imported,Un-Registered,Automatic,,17900000,FALSE
Toyota,,2016,2700,Imported,Un-Registered,Automatic,,19800000,FALSE
Toyota,,2018,2700,Imported,Un-Registered,Automatic,,21900000,FALSE
Toyota,,2006,3400,Imported,Islamabad,Automatic,,7550000,FALSE
Honda,,2016,1300,Local,Islamabad,Automatic,,2385000,50-100 lac
Nissan,,2016,660,Imported,Un-Registered,Automatic,,1550000,20-25 lac
Toyota,,2018,1800,Imported,Un-Registered,Automatic,,4750000,15-20 lac
Honda,,2021,1800,Local,Islamabad,Automatic,,2170000,25-50 lac
Honda,,2013,660,Imported,Lahore,Automatic,,1580000,20-25 lac
Honda,,2014,1800,Local,Islamabad,Automatic,,2890000,15-20 lac
Suzuki,,2017,800,Local,Islamabad,Manual,,950000,25-50 lac
Suzuki,,2017,1000,Local,Islamabad,Manual,,1425000,5-10 lac
Honda,,2005,1500,Local,Karachi,Automatic,,1150000,10-15 lac
Honda,,2018,1300,Local,Islamabad,Automatic,,2625000,10-15 lac
Toyota,,2007,1000,Imported,Multan,Automatic,,1325000,25-50 lac
Honda,,2019,1800,Local,Karachi,Automatic,,4200000,10-15 lac
Toyota,,2015,1800,Imported,Islamabad,Automatic,,3350000,25-50 lac
KIA,,2021,2000,Local,Un-Registered,Automatic,,5750000,25-50 lac
Toyota,,1996,1300,Local,Karachi,Manual,,690000,50-100 lac
Toyota,,2014,1300,Local,Lahore,Automatic,,2425000,5-10 lac
Toyota,,2011,1300,Local,Islamabad,Manual,,1850000,20-25 lac
Toyota,,2011,1300,Local,Karachi,Manual,,1700000,15-20 lac
Toyota,,2008,1300,Local,Lahore,Manual,,1350000,15-20 lac
Honda,,2014,1300,Local,Karachi,Manual,,2050000,10-15 lac
Toyota,,2018,1300,Local,Toba Tek Singh,Manual,,2810000,20-25 lac
Toyota,,2019,1300,Local,Islamabad,Automatic,,3300000,25-50 lac
Suzuki,,2014,800,Local,Lahore,Manual,,755000,25-50 lac
Honda,,2016,1300,Local,Lahore,Manual,,2125000,5-10 lac
Suzuki,,2012,1000,Local,Karachi,Manual,,900000,20-25 lac
Toyota,,2014,1500,Imported,Islamabad,Automatic,,2850000,5-10 lac
Honda,,2003,2000,Imported,Sialkot,Automatic,,1895000,25-50 lac
Suzuki,,2021,660,Local,Lahore,Manual,,790000,15-20 lac
Toyota,,2004,3400,Imported,Islamabad,Automatic,,5700000,5-10 lac
Toyota,,2017,1800,Imported,Un-Registered,Automatic,,4300000,50-100 lac
Audi,,2019,1400,Imported,Islamabad,Automatic,,13500000,25-50 lac
Toyota,,2020,2800,Local,Karachi,Automatic,,10300000,FALSE
Lexus,,2012,3500,Imported,Islamabad,Automatic,,9300000,FALSE
Nissan,,2012,1600,Imported,Lahore,Automatic,,2850000,50-100 lac
Mitsubishi,,2004,2400,Imported,Lahore,Automatic,,1750000,25-50 lac
Honda,,2012,1800,Local,Lahore,Automatic,,2200000,15-20 lac
Honda,,2018,1800,Local,Lahore,Automatic,,3800000,20-25 lac
Toyota,,2020,2700,Local,Un-Registered,Automatic,,9050000,25-50 lac
Honda,,2008,1800,Local,Lahore,Automatic,,1770000,50-100 lac
Honda,,2019,1800,Local,Lahore,Automatic,,4275000,15-20 lac
Honda,,2005,1300,Local,Lahore,Manual,,1100000,25-50 lac
Toyota,,2021,2800,Local,Islamabad,Automatic,,10300000,10-15 lac
Toyota,,2008,3000,Imported,Islamabad,Automatic,,4100000,FALSE
Suzuki,,2007,800,Local,Lahore,Manual,,650000,25-50 lac
Toyota,,2019,1600,Local,Lahore,Automatic,,3450000,5-10 lac
Honda,,2013,1500,Local,Lahore,Manual,,2000000,25-50 lac
Toyota,,2016,1300,Local,Lahore,Automatic,,2640000,15-20 lac
Honda,,2007,1800,Local,Lahore,Manual,,1450000,25-50 lac
Suzuki,,2008,1000,Local,Karachi,Manual,,730000,10-15 lac
Suzuki,,2008,1000,Local,Lahore,Manual,,780000,5-10 lac
Toyota,,2017,1600,Local,Islamabad,Automatic,,3000000,5-10 lac
Toyota,,2004,1600,Local,Karachi,Manual,,1200000,25-50 lac
Toyota,,2017,1300,Local,Karachi,Manual,,2400000,10-15 lac
Toyota,,2010,1800,Local,Lahore,Automatic,,2250000,20-25 lac
Toyota,,2006,1300,Local,Lahore,Manual,,1250000,20-25 lac
Toyota,,2015,1300,Local,Islamabad,Automatic,,2100000,10-15 lac
Toyota,,2002,3400,Imported,Lahore,Automatic,,6500000,20-25 lac
Toyota,,2017,1800,Imported,Un-Registered,Automatic,,4850000,50-100 lac
Suzuki,,2013,800,Local,Lahore,Manual,,690000,25-50 lac
KIA,,2021,2000,Local,Un-Registered,Automatic,,2950000,5-10 lac
Toyota,,2012,1000,Imported,Islamabad,Automatic,,1850000,25-50 lac
Hyundai,,2004,1000,Local,Karachi,Manual,,610000,15-20 lac
Suzuki,,2013,660,Local,Islamabad,Automatic,,1550000,5-10 lac
Toyota,,2015,1800,Local,Islamabad,Automatic,,3000000,15-20 lac
Toyota,,2019,1300,Local,Lahore,Automatic,,3375000,25-50 lac
Toyota,,2018,1300,Local,Islamabad,Manual,,3250000,25-50 lac
Honda,,2016,1500,Imported,Islamabad,Automatic,,4500000,25-50 lac
Honda,,2005,1600,Local,Islamabad,Automatic,,1360000,25-50 lac
Toyota,,2014,1300,Local,Lahore,Manual,,1850000,10-15 lac
Suzuki,,2012,800,Local,Swat,Manual,,750000,15-20 lac
Honda,,2008,1800,Local,Lahore,Automatic,,1845000,5-10 lac
Toyota,,2008,4600,Imported,Karachi,Automatic,,14500000,15-20 lac
Suzuki,,2012,800,Local,Islamabad,Manual,,830000,FALSE
Toyota,,2016,1500,Imported,Karachi,Automatic,,5400000,5-10 lac
Honda,,2018,1300,Local,Islamabad,Manual,,2400000,50-100 lac
